date,Aatrox,Ahri,Akali,Alistar,Amumu,Anivia,Annie,Ashe,Aurelion Sol,Azir,Bard,Blitzcrank,Brand,Braum,Caitlyn,Camille,Cassiopeia,Cho'Gath,Corki,Darius,Diana,Dr. Mundo,Draven,Ekko,Elise,Evelynn,Ezreal,Fiddlesticks,Fiora,Fizz,Galio,Gangplank,Garen,Gnar,Gragas,Graves,Hecarim,Heimerdinger,Illaoi,Irelia,Ivern,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kalista,Karma,Karthus,Kassadin,Katarina,Kayle,Kayn,Kennen,Kha'Zix,Kindred,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Maokai,Master Yi,Miss Fortune,Mordekaiser,Morgana,Nami,Nasus,Nautilus,Nidalee,Nocturne,Nunu,Olaf,Orianna,Ornn,Pantheon,Poppy,Quinn,Rakan,Rammus,Rek'Sai,Renekton,Rengar,Riven,Rumble,Ryze,Sejuani,Shaco,Shen,Shyvana,Singed,Sion,Sivir,Skarner,Sona,Soraka,Swain,Syndra,Tahm Kench,Taliyah,Talon,Taric,Teemo,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Udyr,Urgot,Varus,Vayne,Veigar,Vel'Koz,Vi,Viktor,Vladimir,Volibear,Warwick,Wukong,Xayah,Xerath,Xin Zhao,Yasuo,Yorick,Zac,Zed,Ziggs,Zilean,Zyra
39,15284.02,14814.58,15223.54,11829.65,13872.24,15331.15,14421.63,15256.73,15072.95,15035.11,12895.63,12190.39,13909.82,11756.22,15415.84,14712.76,15021.85,14228.58,15900.37,14808.13,15393.49,14446.14,16816.61,15094.65,14152.79,14642.08,15069.5,13969.92,15414.37,14969.91,13691.82,17219.7,15041.6,14312.53,13666.85,15332.09,14478.17,14698.25,14749.52,15375.58,12635.11,12430.59,14708.31,15243.05,15299.71,15626.98,16119.45,16313.84,12570.38,15745.26,15311.39,15165.0,15115.9,15033.28,14728.11,14937.82,14949.68,14864.9,16146.81,14420.84,13969.76,12147.06,14972.24,16014.05,12203.56,14050.79,13694.58,15168.31,13119.58,15976.82,15411.43,15154.06,13051.2,12106.31,15238.29,12425.06,14225.0,15531.44,13698.71,14416.52,15164.48,13371.01,14557.77,13427.56,15409.93,12611.32,13825.33,14008.95,15297.52,15171.77,15285.44,14548.82,14787.92,13755.47,14535.04,13358.97,15444.42,14500.06,13781.5,16318.32,14513.13,12545.58,12303.83,14717.06,15121.37,12063.42,14702.04,15382.74,12078.5,14712.27,11705.65,16296.35,14155.73,16541.73,15783.6,15907.86,14646.26,14880.28,15712.67,16192.91,14800.79,14596.81,14515.75,15372.96,15017.03,14207.57,14511.44,14956.06,15977.49,14924.4,14566.66,15995.28,15539.09,13491.02,15533.84,15154.35,13143.27,13185.0
40,15808.15,15255.26,15624.97,12220.86,14218.05,15805.32,14822.13,15699.78,15599.7,15537.48,13276.18,12563.79,14329.59,12087.54,15847.66,15173.91,15422.2,14654.85,16329.82,15236.56,15838.37,14802.22,17265.46,15563.94,14545.44,15109.36,15526.53,14337.72,15865.38,15332.72,14063.69,17730.16,15504.74,14720.55,14054.85,15711.06,14831.11,15149.71,15068.24,15767.5,12897.68,12809.64,15149.01,15692.8,15661.38,16094.82,16591.8,16868.17,12960.93,16137.57,15700.88,15599.25,15349.02,15422.78,15109.15,15386.39,15461.09,15262.7,16562.55,14809.49,14331.62,12526.43,15403.53,16502.46,12560.21,14462.68,14054.07,15634.56,13473.63,16472.74,15887.78,15492.29,13495.31,12462.01,15627.36,12842.11,14592.07,15962.41,14105.6,14823.74,15586.6,13779.85,14953.26,13861.06,15905.49,12974.8,14249.93,14448.2,15576.63,15553.24,15768.64,15010.07,15147.11,14148.94,14913.26,13680.17,15889.47,14863.67,14222.9,16885.92,14976.79,12922.44,12646.16,15125.06,15580.56,12447.52,15145.37,15873.07,12357.15,15123.85,12048.16,16771.33,14565.0,17125.88,16296.28,16353.67,14976.66,15318.84,16209.48,16656.97,15171.63,14993.05,14945.43,15825.5,15410.12,14577.5,14889.42,15277.62,16475.61,15401.7,14876.97,16509.23,15997.12,13836.04,15949.21,15579.47,13584.12,13558.19
41,16341.79,15689.16,16007.0,12467.23,14489.74,16227.43,15282.67,16187.92,15993.78,16072.4,13638.34,12900.57,14780.16,12365.9,16302.73,15578.49,15927.62,15028.01,16797.02,15599.84,16231.04,15200.83,17746.86,15987.25,14888.94,15390.24,15911.62,14711.38,16295.82,15699.78,14442.7,18248.6,15912.07,15027.93,14415.55,16085.94,15218.97,15625.96,15431.85,16145.74,13147.04,13148.23,15548.17,16111.42,16083.0,16560.09,17034.44,17365.33,13346.7,16608.44,16121.67,15956.51,15743.17,15791.05,15515.79,15789.25,15838.33,15756.08,17031.8,15191.78,14684.21,12852.89,15856.69,16928.1,12925.28,14860.37,14415.89,16117.77,13849.28,16931.71,16363.8,15928.57,13898.92,12848.53,15982.92,13266.38,14977.14,16449.33,14491.03,15114.06,16001.59,14173.19,15319.36,14310.9,16368.03,13354.39,14688.62,14899.39,15993.02,16072.81,16265.35,15418.05,15629.3,14524.22,15323.67,14060.66,16307.47,15346.68,14543.63,17398.43,15366.83,13322.36,13001.68,15574.73,16102.59,12787.08,15591.6,16325.55,12714.66,15526.77,12431.75,17243.07,14979.09,17526.83,16760.27,16809.26,15523.23,15728.07,16692.08,17135.56,15660.31,15483.18,15333.38,16205.33,15849.34,15003.08,15286.77,15690.7,16939.29,15842.01,15309.4,16912.46,16364.74,14134.36,16362.32,15958.68,13949.18,13986.56
42,16643.75,16134.58,16353.63,12806.28,14911.4,16580.86,15659.49,16603.56,16557.54,16555.38,14082.6,13293.44,15216.92,12719.04,16824.56,16129.19,16397.51,15469.1,17268.22,15924.67,16577.81,15461.66,18223.39,16328.92,15260.95,15696.83,16350.06,15133.2,16639.75,16126.81,14804.82,18722.7,16312.56,15429.1,14835.23,16409.17,15679.1,16038.62,15796.38,16638.58,13519.24,13510.91,15917.38,16428.24,16470.2,17009.87,17495.96,17892.62,13809.71,16963.98,16699.6,16304.77,16127.55,16217.02,15871.38,16272.6,16246.46,16114.1,17501.35,15480.18,15054.23,13162.56,16391.2,17396.64,13221.31,15298.34,14885.43,16637.98,14195.47,17378.29,16896.55,16372.78,14272.08,13197.61,16365.54,13630.33,15131.2,16959.98,14781.72,15446.45,16391.69,14546.98,15702.75,14634.36,16777.89,13711.67,15007.61,15356.88,16388.89,16456.85,16730.09,15833.1,16127.2,14869.34,15718.47,14410.06,16800.73,15868.92,14864.69,17859.22,15722.9,13707.6,13371.29,16026.68,16591.36,13055.58,16007.45,16789.71,13019.05,15947.85,12770.1,17743.73,15440.29,17992.85,17166.58,17373.4,15854.95,16166.44,17195.02,17689.12,16079.43,15862.53,15697.08,16585.01,16145.63,15509.74,15764.54,16184.46,17471.26,16310.54,15702.08,17344.05,16784.96,14572.17,16800.74,16397.02,14349.67,14369.85
43,17019.17,16606.06,16680.19,13039.88,15287.63,17115.26,16026.16,17127.78,17102.94,16976.78,14479.87,13658.36,15577.76,13058.97,17242.87,16494.98,16802.04,15859.06,17819.72,16278.31,16995.79,15706.39,18634.03,16744.64,15533.58,16016.25,16854.94,15523.72,17116.27,16475.11,15061.83,19183.46,16759.36,15837.33,15208.47,16777.93,16054.22,16443.32,16224.81,17003.9,13858.0,13872.23,16284.88,16719.38,16824.92,17522.49,18000.52,18361.77,14259.33,17500.26,17245.42,16720.23,16373.95,16617.43,16151.06,16611.12,16620.7,16492.5,17913.37,15796.3,15455.0,13440.85,16865.65,17819.93,13546.31,15692.22,15179.2,17088.26,14565.64,17736.56,17310.31,16659.08,14665.15,13572.57,16855.91,13914.52,15537.14,17294.71,15071.28,15926.09,16827.0,14870.34,16127.33,15019.56,17220.33,14049.82,15323.81,15388.55,16878.12,16906.85,17096.84,16106.55,16520.3,15156.52,16187.19,14720.39,17202.13,16217.87,15295.51,18420.35,16001.24,14031.42,13742.78,16251.41,16908.25,13476.88,16356.93,17210.99,13296.09,16426.56,13063.79,18196.14,15964.34,18452.97,17612.9,17821.87,16201.5,16631.94,17759.66,18152.73,16500.76,16290.03,16055.78,17060.09,16622.03,15938.66,16203.07,16546.27,17966.36,16662.5,16081.1,17803.69,17114.96,14853.82,17232.19,16699.2,14746.85,14717.26
44,17675.21,17043.48,17033.48,13341.92,15648.95,17627.89,16353.22,17598.78,17475.27,17677.72,14824.67,13971.3,15954.81,13340.31,17745.07,17091.45,17250.34,16273.04,18170.24,16684.3,17353.73,16011.08,19111.81,17128.0,15958.97,16248.45,17284.92,15917.82,17481.79,16784.53,15527.43,19620.83,17177.07,16208.99,15649.18,17072.64,16449.31,16905.49,16552.98,17430.81,14136.32,14221.56,16696.23,17132.85,17300.95,18091.52,18449.19,18808.2,14650.07,17938.28,17450.69,17103.36,16805.51,17057.99,16654.4,16976.1,17020.3,17040.8,18269.32,16490.29,15817.75,13781.52,17191.8,18267.01,13816.51,16127.5,15610.08,17522.95,14898.79,18168.7,17705.4,17069.95,15035.15,13957.78,17176.17,14279.9,15808.52,17760.33,15584.65,16327.97,17258.7,15170.37,16582.54,15320.79,17643.4,14493.65,15619.79,15647.44,17263.13,17349.09,17452.94,16496.2,16863.91,15519.27,16615.04,15172.98,17560.21,16580.39,15674.48,19013.24,16404.03,14358.41,14083.75,16609.81,17212.34,13842.06,16714.45,17650.41,13567.26,16847.67,13449.95,18677.26,16247.39,18856.9,18166.6,18225.54,16476.06,17121.75,18151.65,18596.66,16905.29,16631.5,16332.29,17383.19,16949.8,16262.21,16627.36,16867.21,18435.98,17094.28,16414.75,18258.01,17605.0,15306.43,17709.89,17072.64,15110.13,15136.45
45,18103.51,17475.5,17505.45,13687.5,15901.12,18006.1,16824.46,18129.45,18003.54,18347.52,15292.33,14363.27,16457.8,13686.26,18123.25,17549.48,17753.37,16600.49,18663.1,17044.09,17841.08,16302.06,19634.14,17692.59,16401.11,16659.38,17817.66,16207.29,17875.45,17220.62,15909.92,20154.59,17555.8,16504.96,16028.99,17256.73,16947.69,17294.3,16957.23,17839.58,14389.16,14572.62,17115.29,17653.0,17633.64,18497.75,18927.82,19247.7,15024.71,18412.51,17950.67,17693.3,17186.11,17508.56,17028.7,17415.14,17500.26,17526.08,18751.16,16939.62,16202.19,14183.91,17762.11,18698.12,14063.08,16548.48,16067.71,17917.28,15292.18,18620.63,18230.88,17494.82,15404.84,14263.29,17728.81,14581.9,16241.1,17924.0,15825.33,16650.46,17663.94,15572.68,16922.98,15641.18,18159.29,14870.5,16014.84,15990.13,17607.01,17589.11,17817.54,16991.59,17255.23,15891.61,16874.77,15503.37,18032.44,16730.74,15975.77,19403.99,16495.08,14671.03,14456.35,16925.31,17627.02,14162.9,17122.57,18130.9,13959.46,17334.91,13767.23,19136.2,16711.25,19263.28,18658.21,18749.48,16935.98,17525.91,18662.77,19090.3,17144.61,17044.26,16744.28,17781.87,17412.39,16629.68,16943.12,17264.67,18816.07,17447.73,16765.83,18704.49,18256.14,15620.98,18133.16,17318.16,15433.09,15529.43
46,18563.27,17833.65,17990.18,14032.59,16313.99,18353.38,17210.83,18531.05,18485.4,18970.04,15760.88,14669.65,16915.57,14039.49,18594.61,17932.49,18106.1,16874.38,19238.89,17370.81,18155.06,16672.57,20103.09,18009.95,16878.83,17166.13,18126.58,16477.83,18384.75,17600.53,16189.65,20604.92,17977.27,16810.24,16332.77,17679.05,17307.86,17604.94,17267.31,18273.69,14513.73,14917.61,17446.34,18117.45,17863.86,18999.52,19463.54,19691.74,15471.13,18706.74,18266.14,18102.47,17854.94,17919.05,17540.08,17702.78,17990.92,17818.33,19378.91,17469.53,16527.65,14493.77,18256.95,19221.07,14428.01,16971.48,16427.94,18170.45,15683.1,18936.71,18573.42,17715.04,15793.54,14678.13,18190.56,14955.56,16645.29,18399.47,16290.03,17062.32,18073.26,15899.89,17249.7,16127.82,18572.3,15269.26,16336.8,16229.31,17980.58,17986.95,18160.25,17443.68,17728.85,16376.36,17328.05,15919.99,18281.77,17195.27,16262.44,19912.48,16722.25,15045.19,14752.25,17417.75,18080.8,14520.66,17645.07,18439.9,14237.31,17787.91,14036.22,19578.7,17268.72,19594.29,19244.81,19242.31,17382.0,17930.47,19071.6,19614.05,17583.42,17371.5,17073.36,18262.98,17837.55,17208.43,17299.65,17785.95,19119.18,17903.6,17085.1,19217.92,18781.1,15930.17,18601.03,17696.82,15929.55,15844.25
47,18974.05,18151.79,18381.34,14489.89,16502.65,18540.89,17594.39,18881.45,18944.58,19424.28,16050.16,15083.67,17312.01,14267.75,19088.38,18286.8,18486.44,17347.17,19881.19,17885.25,18768.38,17044.67,20590.2,18370.54,17130.13,17538.72,18674.35,16819.28,18637.65,18017.11,16599.52,21110.37,18235.94,17171.38,16800.86,18248.63,17622.71,18041.3,17553.43,18621.7,15099.5,15334.91,17834.62,18587.69,18569.59,19481.59,19809.72,20009.39,15846.23,19229.54,18805.74,18529.98,17945.21,18185.07,17869.62,18121.89,18419.15,18224.53,20079.3,17917.34,16827.42,14778.17,18612.16,19705.16,14775.56,17289.49,16764.06,18488.65,16024.96,19510.6,19118.34,18305.56,16156.08,15061.22,18542.93,15266.24,16702.71,18647.5,16879.9,17544.38,18463.18,16183.6,17366.29,16527.06,19112.32,15689.49,16769.62,16735.92,18351.13,18441.9,18615.08,17791.52,18192.13,16651.85,17532.04,16321.78,18759.35,17556.84,16563.19,20478.01,17020.94,15389.18,15118.7,17833.51,18290.23,14852.18,18050.2,19103.83,14680.95,18219.39,14348.14,19992.04,17768.78,20152.13,19549.68,19713.39,17750.59,18190.92,19571.36,20084.54,17878.75,17858.96,17536.72,18518.49,18232.25,17543.78,17664.09,18068.75,19551.6,18484.76,17542.37,19616.88,19315.35,16398.14,19031.24,18221.71,16399.76,16203.37
48,19387.25,18497.59,18878.1,14816.92,16821.79,18957.76,18065.85,19371.66,19066.52,19931.62,16430.35,15440.35,17765.6,14561.94,19490.91,18565.77,18940.83,17819.48,20261.09,18145.72,19125.64,17497.52,21038.06,18680.81,17519.94,17475.09,19207.44,17297.16,19100.36,18245.63,17032.78,21643.8,18629.59,17661.0,17178.88,18800.06,17969.98,18515.69,18081.48,18982.33,15354.76,15697.61,18049.69,18675.2,18895.64,19919.34,20376.85,20380.54,16235.89,19817.37,19185.76,18883.58,18215.27,18623.41,18271.64,18513.01,18846.63,18573.54,20614.07,18175.76,17163.4,15078.89,18966.43,20037.21,15002.78,17709.66,17009.64,18932.56,16252.99,19875.44,19509.72,18666.83,16526.31,15362.63,18810.75,15468.11,16935.02,18982.5,17186.39,18138.0,18857.44,16505.87,17744.11,16749.58,19122.17,16028.19,17191.42,17060.08,18756.18,18764.16,19013.46,18301.36,18326.09,17148.26,17878.08,16864.16,19153.29,18102.81,16892.03,20815.36,17067.92,15769.42,15374.23,18147.61,18834.88,15194.86,18347.59,19495.0,14872.13,18657.95,14686.69,20527.94,18122.55,20527.43,19862.03,20226.03,18205.81,18563.47,20144.24,20456.26,18280.87,18273.22,17808.59,19228.38,18574.96,17876.81,17985.89,18268.02,20029.38,18943.71,17957.24,20108.55,19543.48,16851.7,19357.61,18574.74,16656.63,16568.32
49,19803.3,18865.72,19575.09,15087.21,17086.46,19302.32,18551.73,19837.76,19469.28,20627.27,16814.96,15754.86,18125.74,14798.22,19930.28,18755.09,19476.0,18266.95,20439.63,18545.62,19690.54,17882.5,21405.49,19119.94,17825.06,18156.48,19635.6,17592.2,19576.31,18753.19,17175.62,21972.15,18864.89,18096.32,17592.13,19240.88,18526.28,19075.93,18385.2,19365.77,15451.36,15948.36,18431.99,19065.26,19220.53,20390.04,20890.81,20772.08,16619.24,20092.31,19636.62,19326.36,18485.6,18973.5,18661.03,18854.7,18981.5,18889.34,21125.31,18675.68,17534.25,15438.76,19385.56,20437.33,15436.79,18231.9,17326.87,19375.46,16529.51,20337.49,19970.83,18997.24,16760.24,15807.87,19174.09,15893.19,17037.26,19405.83,17369.27,18429.89,19356.16,16967.8,18210.09,16926.88,19686.42,16361.74,17457.18,17282.57,18894.85,19233.9,19447.05,18647.23,18695.33,17593.85,18544.69,17222.58,19516.8,18598.87,17303.96,21327.1,17472.15,16171.11,15946.92,18740.88,19111.22,15572.36,18866.7,19812.1,15266.9,19200.28,15054.33,21067.61,18484.11,21009.43,20184.02,20547.88,18589.57,18993.13,20566.3,20867.82,18604.44,18798.5,18423.29,19743.93,19102.17,18120.28,18425.62,18573.98,20567.3,19768.29,18144.61,20526.84,19913.36,17137.14,19700.44,19013.71,17245.98,16770.55
50,20317.86,19279.98,20027.87,15543.94,17446.36,19816.47,18798.2,20426.25,19960.12,20750.55,17086.21,16131.64,18365.56,15057.04,20310.4,19280.28,19671.8,18809.31,20956.94,18864.75,19981.74,18315.7,21908.7,19595.53,17974.07,18426.4,19942.89,17895.24,19923.67,19312.04,17623.17,22315.25,19425.11,18485.77,18034.06,19868.7,18848.33,19495.76,18790.5,19716.04,15838.2,16319.39,18723.65,19672.1,19470.26,20999.42,21440.13,21268.78,17058.36,20267.61,20009.76,19449.69,18849.95,19381.63,19122.94,19240.22,19369.86,19339.77,21659.88,18951.67,17863.41,15847.01,20197.95,20953.35,15770.81,18680.21,17578.43,19623.42,16961.59,20672.08,20314.3,19638.21,17146.68,16181.67,19505.34,16237.94,17472.04,19870.31,17190.45,18710.5,19657.42,17302.68,18545.39,17179.38,20169.65,16784.99,17688.67,17302.41,19380.55,19553.09,19774.24,18931.6,19386.33,17814.24,18907.05,17739.57,19804.31,18911.27,17683.6,21664.77,17845.92,16565.94,16210.82,18787.95,19433.6,15903.46,18963.2,20480.11,15590.58,19694.04,15412.5,21618.93,19001.31,21440.91,20495.84,20967.89,19051.33,19421.98,20941.58,21264.08,18974.69,19229.84,18665.68,20029.44,19182.97,18466.05,18775.86,19235.41,20825.41,20627.08,18468.78,21115.84,20133.21,17147.85,20175.85,19449.54,17267.51,17201.59
