item,count,percentage
1001,515,6.65
1004,4,0.05
1006,1,0.01
1011,1,0.01
1018,406,5.24
1026,4,0.05
1027,1,0.01
1028,18,0.23
1029,120,1.55
1031,1,0.01
1033,70,0.9
1036,827,10.68
1037,542,7.0
1038,1436,18.54
1041,1,0.01
1042,501,6.47
1043,4,0.05
1051,309,3.99
1052,5,0.06
1053,636,8.21
1054,199,2.57
1055,2745,35.44
1056,810,10.46
1057,1,0.01
1058,4,0.05
1083,57,0.74
1400,2,0.03
1412,6,0.08
1416,1,0.01
1419,1,0.01
2003,298,3.85
2010,278,3.59
2015,380,4.91
2031,382,4.93
2032,1,0.01
2033,12,0.15
2045,1,0.01
2053,1,0.01
2055,153,1.98
2140,3,0.04
2301,5,0.06
2302,2,0.03
2303,1,0.01
3004,1,0.01
3006,495,6.39
3009,5232,67.54
3020,8,0.1
3022,10,0.13
3024,2,0.03
3026,590,7.62
3030,2,0.03
3031,4821,62.24
3033,255,3.29
3034,79,1.02
3035,329,4.25
3036,800,10.33
3042,1,0.01
3044,8,0.1
3046,257,3.32
3047,741,9.57
3052,5,0.06
3053,14,0.18
3057,3,0.04
3065,1,0.01
3067,3,0.04
3068,1,0.01
3069,2,0.03
3070,31,0.4
3071,11,0.14
3072,645,8.33
3075,2,0.03
3078,15,0.19
3082,2,0.03
3083,1,0.01
3085,29,0.37
3086,939,12.12
3087,1467,18.94
3089,3,0.04
3091,1,0.01
3092,1,0.01
3094,4843,62.52
3097,3,0.04
3098,2,0.03
3100,1,0.01
3101,2,0.03
3111,212,2.74
3113,2,0.03
3115,1,0.01
3116,1,0.01
3117,12,0.15
3123,99,1.28
3124,4,0.05
3133,357,4.61
3134,337,4.35
3139,185,2.39
3140,178,2.3
3142,3248,41.93
3143,2,0.03
3144,9,0.12
3145,1,0.01
3146,1,0.01
3147,1703,21.99
3153,11,0.14
3155,99,1.28
3156,136,1.76
3157,4,0.05
3158,114,1.47
3165,4,0.05
3191,2,0.03
3194,3,0.04
3285,4,0.05
3302,3,0.04
3303,1,0.01
3340,4936,63.72
3341,3,0.04
3363,2754,35.55
3364,37,0.48
3371,132,1.7
3384,1,0.01
3401,1,0.01
3508,2245,28.98
3512,1,0.01
3706,1,0.01
3801,1,0.01
3812,215,2.78
3814,122,1.58
