item,count,percentage
1001,228,8.04
1006,2,0.07
1011,24,0.85
1018,1,0.04
1026,578,20.37
1027,26,0.92
1028,126,4.44
1029,216,7.61
1031,37,1.3
1033,157,5.53
1036,39,1.37
1037,1,0.04
1038,15,0.53
1039,1,0.04
1041,6,0.21
1042,6,0.21
1043,5,0.18
1051,1,0.04
1052,530,18.68
1053,16,0.56
1054,361,12.72
1055,15,0.53
1056,16,0.56
1057,12,0.42
1058,251,8.85
1082,362,12.76
1083,1,0.04
1400,3,0.11
1401,6,0.21
1402,67,2.36
1410,4,0.14
1412,1,0.04
1413,5,0.18
1414,46,1.62
1416,1,0.04
2003,165,5.82
2010,34,1.2
2015,3,0.11
2031,221,7.79
2032,4,0.14
2033,14,0.49
2049,4,0.14
2053,2,0.07
2055,58,2.04
2139,1,0.04
3001,8,0.28
3006,5,0.18
3009,15,0.53
3020,1619,57.07
3022,2,0.07
3024,1,0.04
3025,4,0.14
3026,58,2.04
3027,2,0.07
3031,1,0.04
3041,79,2.78
3044,7,0.25
3047,433,15.26
3052,10,0.35
3053,1,0.04
3057,252,8.88
3065,107,3.77
3067,22,0.78
3068,50,1.76
3071,2,0.07
3072,2,0.07
3074,1,0.04
3075,25,0.88
3076,18,0.63
3077,5,0.18
3078,29,1.02
3082,18,0.63
3083,5,0.18
3086,5,0.18
3087,13,0.46
3089,319,11.24
3091,1,0.04
3092,3,0.11
3098,1,0.04
3100,1003,35.35
3101,15,0.53
3102,389,13.71
3108,267,9.41
3109,2,0.07
3110,2,0.07
3111,359,12.65
3113,201,7.08
3115,34,1.2
3116,318,11.21
3117,19,0.67
3123,9,0.32
3124,8,0.28
3133,5,0.18
3134,9,0.32
3135,372,13.11
3136,73,2.57
3139,4,0.14
3140,20,0.7
3142,1,0.04
3143,15,0.53
3144,47,1.66
3145,71,2.5
3146,2643,93.16
3147,65,2.29
3151,189,6.66
3152,6,0.21
3155,10,0.35
3156,5,0.18
3157,1225,43.18
3158,21,0.74
3190,1,0.04
3191,236,8.32
3193,3,0.11
3194,4,0.14
3211,34,1.2
3285,54,1.9
3302,2,0.07
3340,2451,86.39
3341,3,0.11
3363,232,8.18
3364,147,5.18
3374,21,0.74
3504,1,0.04
3512,4,0.14
3513,1,0.04
3706,3,0.11
3715,2,0.07
3742,51,1.8
3748,22,0.78
3751,13,0.46
3801,1,0.04
