item,count,percentage
1001,98,6.94
1004,18,1.27
1006,4,0.28
1011,5,0.35
1026,203,14.38
1027,11,0.78
1028,27,1.91
1029,36,2.55
1031,2,0.14
1033,53,3.75
1036,2,0.14
1038,2,0.14
1052,206,14.59
1055,2,0.14
1056,267,18.91
1057,8,0.57
1058,227,16.08
1082,44,3.12
1402,3,0.21
1410,2,0.14
1412,1,0.07
2003,16,1.13
2010,63,4.46
2015,1,0.07
2031,143,10.13
2032,4,0.28
2033,17,1.2
2045,87,6.16
2049,209,14.8
2053,11,0.78
2055,105,7.44
2301,226,16.01
2302,180,12.75
3001,9,0.64
3003,81,5.74
3006,1,0.07
3009,35,2.48
3010,22,1.56
3020,447,31.66
3024,17,1.2
3025,1,0.07
3026,4,0.28
3027,268,18.98
3028,8,0.57
3030,15,1.06
3031,1,0.07
3040,256,18.13
3041,33,2.34
3042,1,0.07
3046,1,0.07
3047,27,1.91
3050,59,4.18
3056,1,0.07
3057,4,0.28
3060,14,0.99
3065,2,0.14
3067,9,0.64
3069,163,11.54
3070,201,14.24
3072,1,0.07
3075,2,0.14
3082,4,0.28
3083,7,0.5
3085,1,0.07
3086,1,0.07
3087,1,0.07
3089,225,15.93
3092,229,16.22
3094,1,0.07
3096,39,2.76
3098,55,3.9
3100,8,0.57
3102,82,5.81
3105,50,3.54
3107,192,13.6
3108,164,11.61
3109,26,1.84
3110,9,0.64
3111,38,2.69
3113,32,2.27
3114,30,2.12
3115,3,0.21
3116,27,1.91
3117,117,8.29
3123,4,0.28
3135,159,11.26
3136,35,2.48
3143,7,0.5
3144,1,0.07
3145,5,0.35
3147,1,0.07
3151,67,4.75
3152,5,0.35
3157,140,9.92
3158,576,40.79
3165,609,43.13
3174,13,0.92
3190,141,9.99
3191,45,3.19
3194,1,0.07
3211,5,0.35
3222,30,2.12
3285,106,7.51
3301,19,1.35
3303,37,2.62
3340,687,48.65
3341,70,4.96
3363,112,7.93
3364,540,38.24
3374,2,0.14
3379,1,0.07
3382,8,0.57
3383,2,0.14
3504,56,3.97
3512,9,0.64
3742,7,0.5
3800,5,0.35
3801,16,1.13
3802,72,5.1
