item,count,percentage
1001,151,4.94
1004,7,0.23
1011,4,0.13
1018,1,0.03
1026,694,22.69
1027,7,0.23
1028,134,4.38
1029,59,1.93
1031,1,0.03
1033,36,1.18
1038,1,0.03
1042,7,0.23
1052,591,19.32
1055,3,0.1
1056,1285,42.01
1057,11,0.36
1058,627,20.5
1082,138,4.51
1402,5,0.16
1410,1,0.03
2003,58,1.9
2010,167,5.46
2015,1,0.03
2031,148,4.84
2032,4,0.13
2033,14,0.46
2045,51,1.67
2049,166,5.43
2055,146,4.77
2139,3,0.1
2301,284,9.28
2302,17,0.56
3001,7,0.23
3003,11,0.36
3006,2,0.07
3009,13,0.42
3010,13,0.42
3020,1514,49.49
3024,2,0.07
3027,169,5.52
3028,1,0.03
3030,7,0.23
3031,1,0.03
3036,1,0.03
3040,15,0.49
3041,32,1.05
3047,45,1.47
3050,3,0.1
3060,2,0.07
3065,1,0.03
3068,1,0.03
3069,3,0.1
3070,10,0.33
3083,1,0.03
3085,1,0.03
3089,667,21.8
3092,327,10.69
3096,9,0.29
3097,1,0.03
3098,70,2.29
3100,3,0.1
3102,262,8.56
3105,1,0.03
3107,19,0.62
3108,220,7.19
3111,90,2.94
3113,248,8.11
3114,1,0.03
3116,595,19.45
3117,24,0.78
3124,1,0.03
3135,286,9.35
3136,201,6.57
3140,3,0.1
3143,2,0.07
3151,839,27.43
3152,6,0.2
3157,740,24.19
3158,1114,36.42
3165,2266,74.08
3174,7,0.23
3190,2,0.07
3191,172,5.62
3193,2,0.07
3194,3,0.1
3211,3,0.1
3222,1,0.03
3285,1344,43.94
3301,4,0.13
3303,42,1.37
3340,2002,65.45
3341,42,1.37
3363,528,17.26
3364,482,15.76
3374,31,1.01
3379,2,0.07
3380,2,0.07
3382,1,0.03
3504,2,0.07
3508,1,0.03
3512,1,0.03
3742,4,0.13
3802,77,2.52
