item,count,percentage
1001,292,5.61
1004,2,0.04
1006,2,0.04
1011,3,0.06
1018,221,4.25
1026,4,0.08
1027,3,0.06
1028,13,0.25
1029,74,1.42
1031,2,0.04
1033,44,0.85
1036,471,9.05
1037,366,7.03
1038,1047,20.12
1039,1,0.02
1042,912,17.52
1043,83,1.59
1051,154,2.96
1052,2,0.04
1053,623,11.97
1054,246,4.73
1055,2466,47.38
1056,2,0.04
1058,1,0.02
1083,72,1.38
1400,1,0.02
1412,4,0.08
1416,4,0.08
1419,6,0.12
2003,203,3.9
2010,189,3.63
2015,74,1.42
2031,210,4.03
2033,3,0.06
2045,2,0.04
2049,1,0.02
2055,118,2.27
2140,2,0.04
2301,12,0.23
2302,16,0.31
2303,1,0.02
3004,2,0.04
3006,4332,83.23
3009,34,0.65
3020,2,0.04
3022,18,0.35
3024,1,0.02
3025,1,0.02
3026,399,7.67
3028,1,0.02
3031,2827,54.31
3033,158,3.04
3034,62,1.19
3035,219,4.21
3036,443,8.51
3044,28,0.54
3046,1009,19.39
3047,200,3.84
3050,2,0.04
3052,5,0.1
3053,1,0.02
3057,2,0.04
3065,7,0.13
3067,14,0.27
3068,1,0.02
3069,4,0.08
3070,19,0.37
3071,78,1.5
3072,668,12.83
3075,5,0.1
3076,2,0.04
3078,9,0.17
3083,4,0.08
3085,3574,68.66
3086,710,13.64
3087,824,15.83
3089,1,0.02
3091,2,0.04
3092,2,0.04
3094,243,4.67
3096,2,0.04
3097,4,0.08
3100,1,0.02
3101,3,0.06
3107,3,0.06
3108,1,0.02
3109,5,0.1
3111,49,0.94
3113,1,0.02
3114,2,0.04
3115,4,0.08
3116,2,0.04
3117,6,0.12
3123,73,1.4
3124,14,0.27
3133,150,2.88
3134,10,0.19
3136,1,0.02
3139,178,3.42
3140,166,3.19
3142,8,0.15
3144,140,2.69
3145,1,0.02
3146,1,0.02
3147,11,0.21
3153,1072,20.6
3155,31,0.6
3156,35,0.67
3157,2,0.04
3158,21,0.4
3190,4,0.08
3191,1,0.02
3193,3,0.06
3211,4,0.08
3301,3,0.06
3302,13,0.25
3303,1,0.02
3340,3587,68.91
3341,7,0.13
3363,1551,29.8
3364,46,0.88
3371,86,1.65
3380,2,0.04
3382,1,0.02
3401,2,0.04
3504,19,0.37
3508,1849,35.52
3513,1,0.02
3715,1,0.02
3742,1,0.02
3800,2,0.04
3801,2,0.04
3812,35,0.67
