item,count,percentage
1001,148,4.0
1004,1,0.03
1006,32,0.86
1011,462,12.48
1026,12,0.32
1027,60,1.62
1028,417,11.27
1029,447,12.08
1031,493,13.32
1033,209,5.65
1036,5,0.14
1039,54,1.46
1041,6,0.16
1042,1,0.03
1043,1,0.03
1052,9,0.24
1054,41,1.11
1056,4,0.11
1057,394,10.65
1058,4,0.11
1401,2501,67.58
1402,5,0.14
1409,700,18.91
1413,227,6.13
2003,10,0.27
2010,3,0.08
2031,1374,37.13
2032,201,5.43
2033,16,0.43
2045,8,0.22
2049,17,0.46
2053,5,0.14
2055,236,6.38
2138,2,0.05
2303,19,0.51
3001,507,13.7
3006,5,0.14
3009,49,1.32
3010,118,3.19
3020,3,0.08
3022,15,0.41
3024,167,4.51
3025,943,25.48
3026,3,0.08
3027,8,0.22
3028,1,0.03
3030,3,0.08
3041,1,0.03
3044,1,0.03
3047,2275,61.47
3050,7,0.19
3052,7,0.19
3053,9,0.24
3056,1,0.03
3057,89,2.4
3060,5,0.14
3065,235,6.35
3067,239,6.46
3068,91,2.46
3069,1,0.03
3070,4,0.11
3071,4,0.11
3075,523,14.13
3076,284,7.67
3077,1,0.03
3078,6,0.16
3082,247,6.67
3083,1164,31.45
3086,1,0.03
3087,1,0.03
3089,1,0.03
3091,1,0.03
3097,9,0.24
3100,1,0.03
3102,10,0.27
3105,74,2.0
3107,6,0.16
3108,2,0.05
3109,499,13.48
3110,123,3.32
3111,939,25.37
3113,1,0.03
3114,1,0.03
3116,6,0.16
3117,139,3.76
3136,14,0.38
3142,1,0.03
3143,336,9.08
3144,1,0.03
3145,3,0.08
3151,26,0.7
3152,5,0.14
3153,1,0.03
3157,2,0.05
3158,13,0.35
3190,292,7.89
3191,1,0.03
3193,795,21.48
3194,295,7.97
3211,194,5.24
3285,1,0.03
3301,1,0.03
3302,5,0.14
3303,1,0.03
3340,2436,65.82
3341,92,2.49
3363,58,1.57
3364,1099,29.69
3373,2,0.05
3379,19,0.51
3382,2,0.05
3383,9,0.24
3401,39,1.05
3504,9,0.24
3512,13,0.35
3513,5,0.14
3706,16,0.43
3711,4,0.11
3715,6,0.16
3742,657,17.75
3748,7,0.19
3751,33,0.89
3800,193,5.21
3801,95,2.57
