item,count,percentage
1001,257,6.38
1004,5,0.12
1006,26,0.65
1011,371,9.21
1026,118,2.93
1027,17,0.42
1028,393,9.75
1029,334,8.29
1031,454,11.27
1033,189,4.69
1036,18,0.45
1038,4,0.1
1039,44,1.09
1041,1,0.02
1042,2,0.05
1043,3,0.07
1051,1,0.02
1052,65,1.61
1054,643,15.96
1056,415,10.3
1057,316,7.84
1058,51,1.27
1082,58,1.44
1083,1,0.02
1400,1,0.02
1401,1285,31.89
1402,24,0.6
1409,147,3.65
1413,78,1.94
1414,2,0.05
1416,3,0.07
1419,1,0.02
2003,62,1.54
2010,23,0.57
2031,629,15.61
2032,50,1.24
2033,88,2.18
2045,7,0.17
2049,12,0.3
2053,5,0.12
2055,123,3.05
2138,5,0.12
2301,2,0.05
2302,7,0.17
2303,25,0.62
3001,639,15.86
3006,4,0.1
3009,127,3.15
3010,148,3.67
3020,157,3.9
3022,15,0.37
3024,176,4.37
3025,47,1.17
3026,10,0.25
3027,837,20.77
3030,24,0.6
3031,1,0.02
3040,1,0.02
3041,21,0.52
3044,6,0.15
3046,1,0.02
3047,1424,35.34
3050,8,0.2
3052,43,1.07
3053,8,0.2
3057,15,0.37
3060,1,0.02
3065,517,12.83
3067,244,6.06
3068,92,2.28
3069,2,0.05
3070,2,0.05
3072,1,0.02
3075,723,17.94
3076,322,7.99
3077,51,1.27
3078,15,0.37
3082,203,5.04
3083,781,19.38
3089,92,2.28
3091,7,0.17
3092,3,0.07
3096,2,0.05
3097,15,0.37
3098,1,0.02
3100,7,0.17
3101,5,0.12
3102,118,2.93
3105,45,1.12
3107,8,0.2
3108,49,1.22
3109,76,1.89
3110,356,8.84
3111,1742,43.24
3113,15,0.37
3115,29,0.72
3116,177,4.39
3117,49,1.22
3123,2,0.05
3124,3,0.07
3135,33,0.82
3136,24,0.6
3140,2,0.05
3142,1,0.02
3143,172,4.27
3145,19,0.47
3146,4,0.1
3147,2,0.05
3151,97,2.41
3152,154,3.82
3156,1,0.02
3157,44,1.09
3158,70,1.74
3165,39,0.97
3190,143,3.55
3191,13,0.32
3193,1536,38.12
3194,129,3.2
3211,182,4.52
3285,116,2.88
3301,1,0.02
3302,8,0.2
3340,3276,81.31
3341,52,1.29
3363,188,4.67
3364,500,12.41
3373,9,0.22
3374,1,0.02
3379,7,0.17
3383,4,0.1
3401,13,0.32
3512,33,0.82
3513,2,0.05
3706,7,0.17
3711,1,0.02
3715,2,0.05
3742,601,14.92
3748,210,5.21
3751,24,0.6
3800,2226,55.25
3801,155,3.85
3812,1,0.02
3814,1,0.02
