item,count,percentage
1001,791,12.26
1004,426,6.6
1006,60,0.93
1011,41,0.64
1018,2,0.03
1026,87,1.35
1027,31,0.48
1028,268,4.16
1029,388,6.02
1031,44,0.68
1033,475,7.36
1036,7,0.11
1037,6,0.09
1038,11,0.17
1039,1,0.02
1042,31,0.48
1043,20,0.31
1051,6,0.09
1052,229,3.55
1053,9,0.14
1054,7,0.11
1055,30,0.47
1056,159,2.47
1057,18,0.28
1058,108,1.67
1082,63,0.98
1083,6,0.09
1400,1,0.02
1402,8,0.12
1410,11,0.17
1414,8,0.12
1419,5,0.08
2003,18,0.28
2010,535,8.29
2031,437,6.78
2032,4,0.06
2033,26,0.4
2045,303,4.7
2049,1307,20.26
2053,28,0.43
2055,978,15.16
2139,2,0.03
2140,1,0.02
2301,1976,30.64
2302,1548,24.0
3001,9,0.14
3003,4,0.06
3006,56,0.87
3009,239,3.71
3010,9,0.14
3020,191,2.96
3022,7,0.11
3024,188,2.91
3025,9,0.14
3026,3,0.05
3027,43,0.67
3028,193,2.99
3030,10,0.16
3031,15,0.23
3033,1,0.02
3035,1,0.02
3036,1,0.02
3040,1,0.02
3041,42,0.65
3042,1,0.02
3044,5,0.08
3046,6,0.09
3047,352,5.46
3050,432,6.7
3052,1,0.02
3053,2,0.03
3056,3,0.05
3057,19,0.29
3060,18,0.28
3065,13,0.2
3067,63,0.98
3068,1,0.02
3069,264,4.09
3070,32,0.5
3072,4,0.06
3075,22,0.34
3076,12,0.19
3078,9,0.14
3082,48,0.74
3083,22,0.34
3085,36,0.56
3086,12,0.19
3087,15,0.23
3089,74,1.15
3091,35,0.54
3092,577,8.95
3094,2,0.03
3096,496,7.69
3097,1,0.02
3098,589,9.13
3100,67,1.04
3101,11,0.17
3102,47,0.73
3105,641,9.94
3107,2921,45.29
3108,143,2.22
3109,139,2.16
3110,40,0.62
3111,329,5.1
3113,234,3.63
3114,956,14.82
3115,43,0.67
3116,38,0.59
3117,2830,43.88
3124,58,0.9
3134,1,0.02
3135,17,0.26
3136,19,0.29
3140,2,0.03
3143,23,0.36
3144,8,0.12
3145,6,0.09
3146,19,0.29
3147,1,0.02
3151,28,0.43
3152,4,0.06
3153,43,0.67
3156,1,0.02
3157,55,0.85
3158,1314,20.37
3165,133,2.06
3174,332,5.15
3190,1487,23.05
3191,14,0.22
3193,6,0.09
3211,10,0.16
3222,524,8.12
3285,80,1.24
3301,225,3.49
3303,289,4.48
3340,1744,27.04
3341,503,7.8
3363,115,1.78
3364,4072,63.13
3374,5,0.08
3382,65,1.01
3383,20,0.31
3401,2,0.03
3504,5219,80.91
3508,3,0.05
3512,24,0.37
3706,1,0.02
3715,1,0.02
3742,12,0.19
3751,1,0.02
3800,91,1.41
3801,557,8.64
3802,19,0.29
3812,1,0.02
