item,count,percentage
1001,728,12.3
1004,376,6.35
1006,136,2.3
1011,277,4.68
1018,6,0.1
1026,145,2.45
1027,3,0.05
1028,371,6.27
1029,256,4.33
1031,105,1.77
1033,342,5.78
1036,15,0.25
1037,10,0.17
1038,10,0.17
1039,1,0.02
1042,30,0.51
1043,6,0.1
1051,4,0.07
1052,187,3.16
1053,7,0.12
1054,5,0.08
1055,32,0.54
1056,36,0.61
1057,12,0.2
1058,157,2.65
1082,71,1.2
1083,3,0.05
1400,1,0.02
1401,1,0.02
1402,2,0.03
1409,1,0.02
1412,2,0.03
1416,1,0.02
1419,2,0.03
2003,15,0.25
2010,457,7.72
2011,2,0.03
2015,3,0.05
2031,342,5.78
2032,4,0.07
2033,17,0.29
2045,446,7.54
2049,1427,24.11
2053,82,1.39
2055,664,11.22
2301,216,3.65
2302,2415,40.81
2303,2,0.03
3001,7,0.12
3003,6,0.1
3006,46,0.78
3009,290,4.9
3010,7,0.12
3020,39,0.66
3022,4,0.07
3024,19,0.32
3025,5,0.08
3026,4,0.07
3027,33,0.56
3028,116,1.96
3030,6,0.1
3031,21,0.35
3033,1,0.02
3041,41,0.69
3044,1,0.02
3046,4,0.07
3047,360,6.08
3050,76,1.28
3052,1,0.02
3056,3,0.05
3057,3,0.05
3060,44,0.74
3065,117,1.98
3067,319,5.39
3068,3,0.05
3069,1498,25.31
3070,25,0.42
3071,2,0.03
3072,5,0.08
3075,24,0.41
3076,15,0.25
3078,7,0.12
3082,38,0.64
3083,570,9.63
3085,20,0.34
3086,17,0.29
3087,33,0.56
3089,103,1.74
3091,3,0.05
3092,86,1.45
3094,4,0.07
3096,892,15.07
3098,74,1.25
3100,24,0.41
3101,2,0.03
3102,97,1.64
3105,415,7.01
3107,3166,53.5
3108,88,1.49
3109,290,4.9
3110,18,0.3
3111,259,4.38
3113,214,3.62
3114,805,13.6
3115,7,0.12
3116,39,0.66
3117,983,16.61
3123,2,0.03
3124,10,0.17
3133,1,0.02
3134,2,0.03
3135,2,0.03
3136,8,0.14
3139,1,0.02
3140,5,0.08
3143,26,0.44
3144,5,0.08
3145,4,0.07
3146,10,0.17
3147,7,0.12
3151,30,0.51
3153,20,0.34
3155,1,0.02
3156,2,0.03
3157,41,0.69
3158,2814,47.55
3165,23,0.39
3174,120,2.03
3190,1022,17.27
3191,14,0.24
3193,7,0.12
3194,5,0.08
3211,56,0.95
3222,511,8.63
3285,26,0.44
3301,388,6.56
3302,1,0.02
3303,48,0.81
3340,2084,35.21
3341,477,8.06
3363,133,2.25
3364,3207,54.19
3371,2,0.03
3374,3,0.05
3382,95,1.61
3383,5,0.08
3401,3,0.05
3504,4536,76.65
3508,4,0.07
3512,21,0.35
3513,1,0.02
3742,23,0.39
3751,5,0.08
3800,14,0.24
3801,551,9.31
3802,4,0.07
3812,1,0.02
3814,1,0.02
