item,count,percentage
1001,77,6.78
1006,3,0.26
1011,36,3.17
1026,199,17.53
1027,4,0.35
1028,124,10.93
1029,58,5.11
1031,35,3.08
1033,20,1.76
1036,24,2.11
1037,2,0.18
1038,2,0.18
1039,2,0.18
1041,2,0.18
1042,4,0.35
1043,2,0.18
1052,179,15.77
1053,10,0.88
1054,341,30.04
1055,18,1.59
1056,4,0.35
1057,20,1.76
1058,55,4.85
1082,128,11.28
1083,1,0.09
1400,2,0.18
1401,9,0.79
1402,39,3.44
1409,1,0.09
1410,1,0.09
1412,1,0.09
1413,3,0.26
1414,28,2.47
1416,1,0.09
2003,38,3.35
2010,6,0.53
2031,114,10.04
2032,2,0.18
2033,7,0.62
2049,1,0.09
2053,7,0.62
2055,34,3.0
2302,1,0.09
2303,3,0.26
3001,12,1.06
3006,5,0.44
3009,55,4.85
3010,4,0.35
3020,528,46.52
3022,3,0.26
3024,2,0.18
3025,1,0.09
3026,10,0.88
3027,1,0.09
3030,1,0.09
3031,4,0.35
3041,22,1.94
3044,16,1.41
3047,267,23.52
3052,9,0.79
3053,33,2.91
3056,2,0.18
3057,16,1.41
3060,1,0.09
3065,71,6.26
3067,29,2.56
3068,21,1.85
3069,1,0.09
3070,1,0.09
3071,1,0.09
3074,2,0.18
3075,37,3.26
3076,20,1.76
3078,49,4.32
3082,10,0.88
3083,16,1.41
3087,2,0.18
3089,40,3.52
3097,17,1.5
3098,1,0.09
3100,5,0.44
3101,15,1.32
3102,65,5.73
3105,1,0.09
3108,62,5.46
3109,4,0.35
3111,115,10.13
3113,26,2.29
3115,18,1.59
3116,747,65.81
3117,6,0.53
3124,2,0.18
3135,116,10.22
3136,103,9.07
3140,2,0.18
3143,15,1.32
3144,18,1.59
3145,58,5.11
3146,404,35.59
3147,3,0.26
3151,440,38.77
3152,248,21.85
3153,1,0.09
3155,1,0.09
3156,2,0.18
3157,178,15.68
3158,41,3.61
3165,8,0.7
3190,1,0.09
3191,94,8.28
3193,14,1.23
3194,8,0.7
3211,25,2.2
3222,1,0.09
3285,109,9.6
3302,26,2.29
3340,985,86.78
3341,2,0.18
3363,78,6.87
3364,68,5.99
3371,1,0.09
3374,3,0.26
3384,2,0.18
3401,5,0.44
3504,1,0.09
3512,10,0.88
3513,1,0.09
3706,1,0.09
3715,4,0.35
3742,103,9.07
3748,5,0.44
3751,4,0.35
3800,6,0.53
3801,3,0.26
