item,count,percentage
1001,230,7.28
1004,9,0.28
1011,3,0.09
1026,736,23.29
1027,15,0.47
1028,93,2.94
1029,71,2.25
1031,2,0.06
1033,76,2.41
1037,3,0.09
1038,3,0.09
1052,662,20.95
1054,4,0.13
1055,1,0.03
1056,1487,47.06
1057,8,0.25
1058,668,21.14
1082,109,3.45
1083,2,0.06
1414,1,0.03
1419,1,0.03
2003,85,2.69
2010,194,6.14
2031,136,4.3
2032,3,0.09
2033,20,0.63
2045,20,0.63
2049,84,2.66
2055,93,2.94
2139,3,0.09
2301,151,4.78
2302,17,0.54
2303,2,0.06
3001,18,0.57
3003,4,0.13
3006,6,0.19
3009,18,0.57
3010,33,1.04
3020,2257,71.42
3024,5,0.16
3025,1,0.03
3026,2,0.06
3027,754,23.86
3028,2,0.06
3030,31,0.98
3031,1,0.03
3040,9,0.28
3041,42,1.33
3046,1,0.03
3047,45,1.42
3050,4,0.13
3057,3,0.09
3060,1,0.03
3065,4,0.13
3067,6,0.19
3068,1,0.03
3069,6,0.19
3070,17,0.54
3075,4,0.13
3076,1,0.03
3082,2,0.06
3083,2,0.06
3087,1,0.03
3089,695,21.99
3091,1,0.03
3092,176,5.57
3096,7,0.22
3097,3,0.09
3098,45,1.42
3100,8,0.25
3101,1,0.03
3102,359,11.36
3105,1,0.03
3107,16,0.51
3108,322,10.19
3109,1,0.03
3111,67,2.12
3113,253,8.01
3114,7,0.22
3116,454,14.37
3117,93,2.94
3123,1,0.03
3124,1,0.03
3133,1,0.03
3135,532,16.84
3136,81,2.56
3140,1,0.03
3144,2,0.06
3145,23,0.73
3146,5,0.16
3151,356,11.27
3152,256,8.1
3153,2,0.06
3157,894,28.29
3158,281,8.89
3165,1595,50.47
3174,6,0.19
3190,8,0.25
3191,187,5.92
3193,1,0.03
3211,1,0.03
3222,1,0.03
3285,1479,46.8
3301,6,0.19
3302,2,0.06
3303,34,1.08
3340,2492,78.86
3341,46,1.46
3363,321,10.16
3364,293,9.27
3374,25,0.79
3382,2,0.06
3383,1,0.03
3504,4,0.13
3512,3,0.09
3800,3,0.09
3801,3,0.09
3802,144,4.56
