item,count,percentage
1001,60,5.8
1004,31,3.0
1006,10,0.97
1011,9,0.87
1026,34,3.29
1027,4,0.39
1028,47,4.54
1029,40,3.86
1031,41,3.96
1033,49,4.73
1037,1,0.1
1038,2,0.19
1039,260,25.12
1041,4,0.39
1042,3,0.29
1043,3,0.29
1052,46,4.44
1054,1,0.1
1056,3,0.29
1057,4,0.39
1058,8,0.77
1082,30,2.9
1401,8,0.77
1402,39,3.77
1409,88,8.5
1410,223,21.55
1413,8,0.77
1414,23,2.22
1416,2,0.19
1419,1,0.1
2003,2,0.19
2010,9,0.87
2015,1,0.1
2031,321,31.01
2032,49,4.73
2033,1,0.1
2045,10,0.97
2049,23,2.22
2053,5,0.48
2055,41,3.96
2301,5,0.48
2302,20,1.93
2303,4,0.39
3001,4,0.39
3006,3,0.29
3009,35,3.38
3010,1,0.1
3020,13,1.26
3024,9,0.87
3025,1,0.1
3027,6,0.58
3028,64,6.18
3031,1,0.1
3041,10,0.97
3046,2,0.19
3047,54,5.22
3050,22,2.13
3052,1,0.1
3057,2,0.19
3060,5,0.48
3065,5,0.48
3067,65,6.28
3068,7,0.68
3069,34,3.29
3075,4,0.39
3076,6,0.58
3077,1,0.1
3082,8,0.77
3083,16,1.55
3085,1,0.1
3086,2,0.19
3087,2,0.19
3089,7,0.68
3091,1,0.1
3092,1,0.1
3096,9,0.87
3097,2,0.19
3100,2,0.19
3102,22,2.13
3105,76,7.34
3107,692,66.86
3108,41,3.96
3109,170,16.43
3110,3,0.29
3111,44,4.25
3113,46,4.44
3114,101,9.76
3115,6,0.58
3116,84,8.12
3117,218,21.06
3135,2,0.19
3136,3,0.29
3143,11,1.06
3145,13,1.26
3146,1,0.1
3147,1,0.1
3151,2,0.19
3152,66,6.38
3153,1,0.1
3157,5,0.48
3158,519,50.14
3165,2,0.19
3174,443,42.8
3190,292,28.21
3191,4,0.39
3193,2,0.19
3211,3,0.29
3222,10,0.97
3285,6,0.58
3301,11,1.06
3302,1,0.1
3303,3,0.29
3340,698,67.44
3341,42,4.06
3363,17,1.64
3364,274,26.47
3373,1,0.1
3374,1,0.1
3382,21,2.03
3383,2,0.19
3401,10,0.97
3504,519,50.14
3512,11,1.06
3706,11,1.06
3711,120,11.59
3715,9,0.87
3742,4,0.39
3751,11,1.06
3800,1,0.1
3801,42,4.06
