item,count,percentage
1001,537,6.32
1004,3,0.04
1006,1,0.01
1011,13,0.15
1018,342,4.02
1026,2,0.02
1028,11,0.13
1029,107,1.26
1031,2,0.02
1033,57,0.67
1036,566,6.66
1037,663,7.8
1038,1395,16.41
1039,3,0.04
1041,48,0.56
1042,1448,17.03
1043,301,3.54
1051,263,3.09
1053,572,6.73
1054,480,5.65
1055,2807,33.01
1056,6,0.07
1082,1,0.01
1083,117,1.38
1400,8,0.09
1408,1,0.01
1412,34,0.4
1416,458,5.39
1418,4,0.05
1419,1144,13.45
2003,253,2.98
2010,213,2.5
2015,248,2.92
2031,559,6.57
2032,121,1.42
2033,1,0.01
2045,1,0.01
2049,1,0.01
2053,1,0.01
2055,150,1.76
2140,6,0.07
3006,6513,76.6
3009,28,0.33
3010,1,0.01
3020,2,0.02
3022,37,0.44
3025,1,0.01
3026,637,7.49
3030,1,0.01
3031,5465,64.27
3033,311,3.66
3034,86,1.01
3035,441,5.19
3036,866,10.18
3044,7,0.08
3046,418,4.92
3047,418,4.92
3052,16,0.19
3053,9,0.11
3057,2,0.02
3065,4,0.05
3067,2,0.02
3068,1,0.01
3069,1,0.01
3070,31,0.36
3071,13,0.15
3072,439,5.16
3075,3,0.04
3078,4,0.05
3085,6894,81.08
3086,1073,12.62
3087,2637,31.01
3089,3,0.04
3091,8,0.09
3094,139,1.63
3096,1,0.01
3097,19,0.22
3100,1,0.01
3101,2,0.02
3107,1,0.01
3111,122,1.43
3117,375,4.41
3123,160,1.88
3124,21,0.25
3133,34,0.4
3134,45,0.53
3139,258,3.03
3140,261,3.07
3142,58,0.68
3143,2,0.02
3144,509,5.99
3145,1,0.01
3146,1,0.01
3147,133,1.56
3152,1,0.01
3153,4125,48.51
3155,64,0.75
3156,45,0.53
3157,1,0.01
3191,1,0.01
3194,1,0.01
3211,3,0.04
3252,1,0.01
3285,1,0.01
3302,21,0.25
3303,1,0.01
3340,5483,64.48
3341,16,0.19
3363,2716,31.94
3364,268,3.15
3371,118,1.39
3384,2,0.02
3508,66,0.78
3512,1,0.01
3513,3,0.04
3706,14,0.16
3711,1,0.01
3715,23,0.27
3742,1,0.01
3812,33,0.39
3814,20,0.24
